trainable params: 1,949,696 || all params: 6,245,533,696 || trainable%: 0.031217444255383614
--> Model

--> model has 1.949696M params

train_dataset: Dataset({
    features: ['input_ids', 'labels'],
    num_rows: 1207
})
val_dataset: Dataset({
    features: ['input_ids', 'output_ids'],
    num_rows: 140
})
test_dataset: Dataset({
    features: ['input_ids', 'output_ids'],
    num_rows: 140
})
{'loss': 1.6689, 'grad_norm': 0.0, 'learning_rate': 9.958333333333334e-06, 'epoch': 0.01}
{'loss': 1.611, 'grad_norm': 8.650172233581543, 'learning_rate': 8.666666666666668e-06, 'epoch': 0.27}
{'loss': 1.4875, 'grad_norm': 5.267123222351074, 'learning_rate': 8.625000000000001e-06, 'epoch': 0.27}
{'loss': 1.8095, 'grad_norm': 0.0, 'learning_rate': 8.583333333333333e-06, 'epoch': 0.28}
{'loss': 2.0812, 'grad_norm': 6.467624187469482, 'learning_rate': 8.541666666666666e-06, 'epoch': 0.29}
{'loss': 1.6557, 'grad_norm': 7.1896538734436035, 'learning_rate': 8.5e-06, 'epoch': 0.3}
{'loss': 1.5637, 'grad_norm': 7.490478992462158, 'learning_rate': 8.458333333333333e-06, 'epoch': 0.31}
{'loss': 1.5341, 'grad_norm': 6.968260288238525, 'learning_rate': 8.416666666666667e-06, 'epoch': 0.31}
{'loss': 1.5349, 'grad_norm': 0.0, 'learning_rate': 8.375e-06, 'epoch': 0.32}
{'loss': 1.5741, 'grad_norm': 5.43878698348999, 'learning_rate': 8.333333333333334e-06, 'epoch': 0.33}
{'eval_rouge-1': 42.92263400000001, 'eval_rouge-2': 20.17126, 'eval_rouge-l': 32.405204, 'eval_bleu-4': 0.12042862219115802, 'eval_runtime': 98.8832, 'eval_samples_per_second': 0.506, 'eval_steps_per_second': 0.051, 'epoch': 0.33}
{'loss': 1.5354, 'grad_norm': 5.816847801208496, 'learning_rate': 8.291666666666667e-06, 'epoch': 0.34}
{'loss': 1.5473, 'grad_norm': 7.268897533416748, 'learning_rate': 8.25e-06, 'epoch': 0.35}
{'loss': 1.3496, 'grad_norm': 8.002307891845703, 'learning_rate': 8.208333333333334e-06, 'epoch': 0.36}
{'loss': 1.5906, 'grad_norm': 7.464257717132568, 'learning_rate': 8.166666666666668e-06, 'epoch': 0.36}
{'loss': 1.6773, 'grad_norm': 8.374695777893066, 'learning_rate': 8.125000000000001e-06, 'epoch': 0.37}
{'loss': 1.573, 'grad_norm': 8.444518089294434, 'learning_rate': 8.083333333333334e-06, 'epoch': 0.38}
{'loss': 1.546, 'grad_norm': 5.863338470458984, 'learning_rate': 8.041666666666668e-06, 'epoch': 0.39}
{'loss': 1.3511, 'grad_norm': 8.012137413024902, 'learning_rate': 8.000000000000001e-06, 'epoch': 0.4}
{'loss': 1.3325, 'grad_norm': 0.0, 'learning_rate': 7.958333333333333e-06, 'epoch': 0.41}
{'loss': 1.872, 'grad_norm': 4.7315802574157715, 'learning_rate': 7.916666666666667e-06, 'epoch': 0.41}
{'eval_rouge-1': 44.701463999999994, 'eval_rouge-2': 21.641796000000003, 'eval_rouge-l': 34.87787000000001, 'eval_bleu-4': 0.13443225420729693, 'eval_runtime': 92.2382, 'eval_samples_per_second': 0.542, 'eval_steps_per_second': 0.054, 'epoch': 0.41}
{'loss': 1.0218, 'grad_norm': 4.2165350914001465, 'learning_rate': 7.875e-06, 'epoch': 0.42}
{'loss': 1.4929, 'grad_norm': 0.0, 'learning_rate': 7.833333333333333e-06, 'epoch': 0.43}
{'loss': 1.5437, 'grad_norm': 3.9786205291748047, 'learning_rate': 7.791666666666667e-06, 'epoch': 0.44}
{'loss': 1.0553, 'grad_norm': 10.273659706115723, 'learning_rate': 7.75e-06, 'epoch': 0.45}
{'loss': 1.2285, 'grad_norm': 7.966041088104248, 'learning_rate': 7.708333333333334e-06, 'epoch': 0.46}
{'loss': 1.3963, 'grad_norm': 0.0, 'learning_rate': 7.666666666666667e-06, 'epoch': 0.46}
{'loss': 1.5332, 'grad_norm': 4.8529863357543945, 'learning_rate': 7.625e-06, 'epoch': 0.47}
{'loss': 1.5852, 'grad_norm': 8.014718055725098, 'learning_rate': 7.583333333333333e-06, 'epoch': 0.48}
{'loss': 1.7916, 'grad_norm': 7.930844306945801, 'learning_rate': 7.541666666666667e-06, 'epoch': 0.49}
{'loss': 1.3363, 'grad_norm': 3.972844123840332, 'learning_rate': 7.500000000000001e-06, 'epoch': 0.5}
{'eval_rouge-1': 44.953002000000005, 'eval_rouge-2': 22.002476, 'eval_rouge-l': 35.400754, 'eval_bleu-4': 0.1358053200968304, 'eval_runtime': 89.528, 'eval_samples_per_second': 0.558, 'eval_steps_per_second': 0.056, 'epoch': 0.5}
{'loss': 1.6276, 'grad_norm': 8.673572540283203, 'learning_rate': 7.4583333333333345e-06, 'epoch': 0.51}
{'loss': 1.2736, 'grad_norm': 0.0, 'learning_rate': 7.416666666666668e-06, 'epoch': 0.51}
{'loss': 1.432, 'grad_norm': 0.0, 'learning_rate': 7.375000000000001e-06, 'epoch': 0.52}
{'loss': 1.2024, 'grad_norm': 8.395540237426758, 'learning_rate': 7.333333333333333e-06, 'epoch': 0.53}
{'loss': 1.5417, 'grad_norm': 5.088196277618408, 'learning_rate': 7.291666666666667e-06, 'epoch': 0.54}
{'loss': 1.4585, 'grad_norm': 8.143254280090332, 'learning_rate': 7.25e-06, 'epoch': 0.55}
{'loss': 1.4628, 'grad_norm': 0.0, 'learning_rate': 7.2083333333333335e-06, 'epoch': 0.56}
{'loss': 1.3938, 'grad_norm': 0.0, 'learning_rate': 7.166666666666667e-06, 'epoch': 0.56}
{'loss': 1.645, 'grad_norm': 12.706621170043945, 'learning_rate': 7.125e-06, 'epoch': 0.57}
{'loss': 1.3008, 'grad_norm': 13.095884323120117, 'learning_rate': 7.083333333333335e-06, 'epoch': 0.58}
{'eval_rouge-1': 46.546096, 'eval_rouge-2': 22.641078000000004, 'eval_rouge-l': 37.34290599999999, 'eval_bleu-4': 0.14137733455674723, 'eval_runtime': 76.2811, 'eval_samples_per_second': 0.655, 'eval_steps_per_second': 0.066, 'epoch': 0.58}
{'loss': 1.2037, 'grad_norm': 8.491546630859375, 'learning_rate': 7.041666666666668e-06, 'epoch': 0.59}
{'loss': 1.1202, 'grad_norm': 6.499434947967529, 'learning_rate': 7e-06, 'epoch': 0.6}
{'loss': 1.3196, 'grad_norm': 0.0, 'learning_rate': 6.958333333333333e-06, 'epoch': 0.6}
{'loss': 1.434, 'grad_norm': 0.0, 'learning_rate': 6.916666666666667e-06, 'epoch': 0.61}
{'loss': 1.2785, 'grad_norm': 4.785170078277588, 'learning_rate': 6.875e-06, 'epoch': 0.62}
{'loss': 1.5248, 'grad_norm': 8.227606773376465, 'learning_rate': 6.833333333333334e-06, 'epoch': 0.63}
{'loss': 1.4296, 'grad_norm': 6.305541038513184, 'learning_rate': 6.791666666666667e-06, 'epoch': 0.64}
{'loss': 1.4724, 'grad_norm': 6.3787713050842285, 'learning_rate': 6.750000000000001e-06, 'epoch': 0.65}
{'loss': 1.4646, 'grad_norm': 8.596598625183105, 'learning_rate': 6.708333333333333e-06, 'epoch': 0.65}
{'loss': 1.5174, 'grad_norm': 7.908982276916504, 'learning_rate': 6.666666666666667e-06, 'epoch': 0.66}
{'eval_rouge-1': 45.83867599999999, 'eval_rouge-2': 21.013424000000004, 'eval_rouge-l': 35.861892, 'eval_bleu-4': 0.13073319190270066, 'eval_runtime': 66.6813, 'eval_samples_per_second': 0.75, 'eval_steps_per_second': 0.075, 'epoch': 0.66}
{'loss': 1.3993, 'grad_norm': 0.0, 'learning_rate': 6.625e-06, 'epoch': 0.67}
{'loss': 1.4128, 'grad_norm': 0.0, 'learning_rate': 6.5833333333333335e-06, 'epoch': 0.68}
{'loss': 1.4636, 'grad_norm': 6.26082706451416, 'learning_rate': 6.541666666666667e-06, 'epoch': 0.69}
{'loss': 0.9881, 'grad_norm': 5.371317386627197, 'learning_rate': 6.5000000000000004e-06, 'epoch': 0.7}
{'loss': 1.3017, 'grad_norm': 0.0, 'learning_rate': 6.458333333333334e-06, 'epoch': 0.7}
{'loss': 1.3885, 'grad_norm': 6.823225975036621, 'learning_rate': 6.416666666666667e-06, 'epoch': 0.71}
{'loss': 1.232, 'grad_norm': 0.0, 'learning_rate': 6.375e-06, 'epoch': 0.72}
{'loss': 1.3321, 'grad_norm': 6.813234806060791, 'learning_rate': 6.333333333333333e-06, 'epoch': 0.73}
{'loss': 1.7006, 'grad_norm': 0.0, 'learning_rate': 6.291666666666667e-06, 'epoch': 0.74}
{'loss': 0.925, 'grad_norm': 9.792305946350098, 'learning_rate': 6.25e-06, 'epoch': 0.75}
{'eval_rouge-1': 47.000802, 'eval_rouge-2': 22.330362, 'eval_rouge-l': 37.600001999999996, 'eval_bleu-4': 0.13542643178118424, 'eval_runtime': 72.1727, 'eval_samples_per_second': 0.693, 'eval_steps_per_second': 0.069, 'epoch': 0.75}
{'loss': 1.0455, 'grad_norm': 5.098230361938477, 'learning_rate': 6.208333333333334e-06, 'epoch': 0.75}
{'loss': 1.2665, 'grad_norm': 6.529201507568359, 'learning_rate': 6.166666666666667e-06, 'epoch': 0.76}
{'loss': 1.4378, 'grad_norm': 6.7492475509643555, 'learning_rate': 6.125000000000001e-06, 'epoch': 0.77}
{'loss': 0.9152, 'grad_norm': 0.0, 'learning_rate': 6.083333333333333e-06, 'epoch': 0.78}
{'loss': 1.5416, 'grad_norm': 6.871580600738525, 'learning_rate': 6.041666666666667e-06, 'epoch': 0.79}
{'loss': 1.3948, 'grad_norm': 16.239517211914062, 'learning_rate': 6e-06, 'epoch': 0.8}
{'loss': 1.6415, 'grad_norm': 8.47860336303711, 'learning_rate': 5.958333333333334e-06, 'epoch': 0.8}
{'loss': 1.2945, 'grad_norm': 0.0, 'learning_rate': 5.916666666666667e-06, 'epoch': 0.81}
{'loss': 1.2669, 'grad_norm': 8.011260032653809, 'learning_rate': 5.8750000000000005e-06, 'epoch': 0.82}
{'loss': 1.3012, 'grad_norm': 9.10506820678711, 'learning_rate': 5.833333333333334e-06, 'epoch': 0.83}
{'eval_rouge-1': 47.516394, 'eval_rouge-2': 22.715443999999998, 'eval_rouge-l': 37.97835, 'eval_bleu-4': 0.14050608527138325, 'eval_runtime': 64.7109, 'eval_samples_per_second': 0.773, 'eval_steps_per_second': 0.077, 'epoch': 0.83}
{'loss': 1.1314, 'grad_norm': 6.395040035247803, 'learning_rate': 5.791666666666667e-06, 'epoch': 0.84}
{'loss': 1.3253, 'grad_norm': 9.128188133239746, 'learning_rate': 5.75e-06, 'epoch': 0.85}
{'loss': 1.0712, 'grad_norm': 7.635669231414795, 'learning_rate': 5.7083333333333335e-06, 'epoch': 0.85}
{'loss': 0.8756, 'grad_norm': 0.0, 'learning_rate': 5.666666666666667e-06, 'epoch': 0.86}
{'loss': 1.0449, 'grad_norm': 5.59863805770874, 'learning_rate': 5.625e-06, 'epoch': 0.87}
{'loss': 1.4019, 'grad_norm': 5.715448379516602, 'learning_rate': 5.583333333333334e-06, 'epoch': 0.88}
{'loss': 1.4117, 'grad_norm': 8.738713264465332, 'learning_rate': 5.541666666666667e-06, 'epoch': 0.89}
{'loss': 1.2423, 'grad_norm': 9.495033264160156, 'learning_rate': 5.500000000000001e-06, 'epoch': 0.89}
{'loss': 1.4236, 'grad_norm': 6.395674228668213, 'learning_rate': 5.458333333333333e-06, 'epoch': 0.9}
{'loss': 1.1533, 'grad_norm': 5.390297889709473, 'learning_rate': 5.416666666666667e-06, 'epoch': 0.91}
{'eval_rouge-1': 48.522496000000004, 'eval_rouge-2': 23.968288, 'eval_rouge-l': 38.834509999999995, 'eval_bleu-4': 0.1509154885724111, 'eval_runtime': 71.3671, 'eval_samples_per_second': 0.701, 'eval_steps_per_second': 0.07, 'epoch': 0.91}
{'loss': 1.6112, 'grad_norm': 8.712592124938965, 'learning_rate': 5.375e-06, 'epoch': 0.92}
{'loss': 1.3169, 'grad_norm': 0.0, 'learning_rate': 5.333333333333334e-06, 'epoch': 0.93}
{'loss': 1.3283, 'grad_norm': 8.169169425964355, 'learning_rate': 5.291666666666667e-06, 'epoch': 0.94}
{'loss': 1.0579, 'grad_norm': 6.1760573387146, 'learning_rate': 5.2500000000000006e-06, 'epoch': 0.94}
{'loss': 1.4449, 'grad_norm': 8.118531227111816, 'learning_rate': 5.208333333333334e-06, 'epoch': 0.95}
{'loss': 1.3435, 'grad_norm': 0.0, 'learning_rate': 5.1666666666666675e-06, 'epoch': 0.96}
{'loss': 1.5608, 'grad_norm': 10.117412567138672, 'learning_rate': 5.125e-06, 'epoch': 0.97}
{'loss': 1.5463, 'grad_norm': 0.0, 'learning_rate': 5.0833333333333335e-06, 'epoch': 0.98}
{'loss': 1.187, 'grad_norm': 0.0, 'learning_rate': 5.041666666666667e-06, 'epoch': 0.99}
{'loss': 1.3327, 'grad_norm': 5.3914594650268555, 'learning_rate': 5e-06, 'epoch': 0.99}
{'eval_rouge-1': 48.586076000000006, 'eval_rouge-2': 23.702528000000008, 'eval_rouge-l': 39.143202, 'eval_bleu-4': 0.14970663415007995, 'eval_runtime': 70.7901, 'eval_samples_per_second': 0.706, 'eval_steps_per_second': 0.071, 'epoch': 0.99}
{'loss': 1.3097, 'grad_norm': 5.34851598739624, 'learning_rate': 4.958333333333334e-06, 'epoch': 1.0}
{'loss': 1.179, 'grad_norm': 7.301482200622559, 'learning_rate': 4.9166666666666665e-06, 'epoch': 1.01}
{'loss': 1.3059, 'grad_norm': 16.318565368652344, 'learning_rate': 4.875e-06, 'epoch': 1.02}
{'loss': 1.4558, 'grad_norm': 9.333338737487793, 'learning_rate': 4.833333333333333e-06, 'epoch': 1.03}
{'loss': 1.5327, 'grad_norm': 8.01206111907959, 'learning_rate': 4.791666666666668e-06, 'epoch': 1.04}
{'loss': 1.5276, 'grad_norm': 6.528566837310791, 'learning_rate': 4.75e-06, 'epoch': 1.04}
{'loss': 1.4669, 'grad_norm': 0.0, 'learning_rate': 4.708333333333334e-06, 'epoch': 1.05}
{'loss': 1.3105, 'grad_norm': 6.377236366271973, 'learning_rate': 4.666666666666667e-06, 'epoch': 1.06}
{'loss': 1.4678, 'grad_norm': 0.0, 'learning_rate': 4.625000000000001e-06, 'epoch': 1.07}
{'loss': 0.8718, 'grad_norm': 7.180953025817871, 'learning_rate': 4.583333333333333e-06, 'epoch': 1.08}
{'eval_rouge-1': 49.31637800000001, 'eval_rouge-2': 24.538566, 'eval_rouge-l': 40.351980000000005, 'eval_bleu-4': 0.1618477796802293, 'eval_runtime': 61.9303, 'eval_samples_per_second': 0.807, 'eval_steps_per_second': 0.081, 'epoch': 1.08}
{'loss': 1.1031, 'grad_norm': 8.260114669799805, 'learning_rate': 4.541666666666667e-06, 'epoch': 1.09}
{'loss': 1.1548, 'grad_norm': 0.0, 'learning_rate': 4.5e-06, 'epoch': 1.09}
{'loss': 1.1837, 'grad_norm': 10.096145629882812, 'learning_rate': 4.4583333333333336e-06, 'epoch': 1.1}
{'loss': 1.1389, 'grad_norm': 0.0, 'learning_rate': 4.416666666666667e-06, 'epoch': 1.11}
{'loss': 1.2793, 'grad_norm': 0.0, 'learning_rate': 4.3750000000000005e-06, 'epoch': 1.12}
{'loss': 1.185, 'grad_norm': 7.6272735595703125, 'learning_rate': 4.333333333333334e-06, 'epoch': 1.13}
{'loss': 1.2984, 'grad_norm': 0.0, 'learning_rate': 4.2916666666666665e-06, 'epoch': 1.14}
{'loss': 1.2465, 'grad_norm': 10.497129440307617, 'learning_rate': 4.25e-06, 'epoch': 1.14}
{'loss': 1.5398, 'grad_norm': 0.0, 'learning_rate': 4.208333333333333e-06, 'epoch': 1.15}
{'loss': 1.1119, 'grad_norm': 0.0, 'learning_rate': 4.166666666666667e-06, 'epoch': 1.16}
{'eval_rouge-1': 49.078832000000006, 'eval_rouge-2': 24.188802, 'eval_rouge-l': 40.063829999999996, 'eval_bleu-4': 0.15636852225239406, 'eval_runtime': 59.2409, 'eval_samples_per_second': 0.844, 'eval_steps_per_second': 0.084, 'epoch': 1.16}
{'loss': 1.1612, 'grad_norm': 6.587081432342529, 'learning_rate': 4.125e-06, 'epoch': 1.17}
{'loss': 1.4819, 'grad_norm': 5.80014181137085, 'learning_rate': 4.083333333333334e-06, 'epoch': 1.18}
{'loss': 1.6836, 'grad_norm': 9.387240409851074, 'learning_rate': 4.041666666666667e-06, 'epoch': 1.18}
{'loss': 1.066, 'grad_norm': 0.0, 'learning_rate': 4.000000000000001e-06, 'epoch': 1.19}
{'loss': 1.4946, 'grad_norm': 0.0, 'learning_rate': 3.958333333333333e-06, 'epoch': 1.2}
{'loss': 1.1625, 'grad_norm': 11.481453895568848, 'learning_rate': 3.916666666666667e-06, 'epoch': 1.21}
{'loss': 1.5144, 'grad_norm': 9.050897598266602, 'learning_rate': 3.875e-06, 'epoch': 1.22}
{'loss': 0.9595, 'grad_norm': 0.0, 'learning_rate': 3.833333333333334e-06, 'epoch': 1.23}
{'loss': 1.2583, 'grad_norm': 0.0, 'learning_rate': 3.7916666666666666e-06, 'epoch': 1.23}
{'loss': 1.3054, 'grad_norm': 9.771442413330078, 'learning_rate': 3.7500000000000005e-06, 'epoch': 1.24}
{'eval_rouge-1': 48.046848, 'eval_rouge-2': 23.119312, 'eval_rouge-l': 39.030438000000004, 'eval_bleu-4': 0.14862292574943495, 'eval_runtime': 58.443, 'eval_samples_per_second': 0.856, 'eval_steps_per_second': 0.086, 'epoch': 1.24}
{'loss': 1.3205, 'grad_norm': 10.761338233947754, 'learning_rate': 3.708333333333334e-06, 'epoch': 1.25}
{'loss': 1.4197, 'grad_norm': 5.7711992263793945, 'learning_rate': 3.6666666666666666e-06, 'epoch': 1.26}
{'loss': 1.2735, 'grad_norm': 7.289694309234619, 'learning_rate': 3.625e-06, 'epoch': 1.27}
{'loss': 1.3896, 'grad_norm': 6.974889278411865, 'learning_rate': 3.5833333333333335e-06, 'epoch': 1.28}
{'loss': 1.2822, 'grad_norm': 8.571144104003906, 'learning_rate': 3.5416666666666673e-06, 'epoch': 1.28}
{'loss': 1.6067, 'grad_norm': 7.441292762756348, 'learning_rate': 3.5e-06, 'epoch': 1.29}
{'loss': 1.4864, 'grad_norm': 17.134319305419922, 'learning_rate': 3.4583333333333334e-06, 'epoch': 1.3}
{'loss': 1.247, 'grad_norm': 8.256443977355957, 'learning_rate': 3.416666666666667e-06, 'epoch': 1.31}
{'loss': 1.3349, 'grad_norm': 0.0, 'learning_rate': 3.3750000000000003e-06, 'epoch': 1.32}
{'loss': 1.0023, 'grad_norm': 8.443357467651367, 'learning_rate': 3.3333333333333333e-06, 'epoch': 1.33}
{'eval_rouge-1': 48.101729999999996, 'eval_rouge-2': 23.218612000000004, 'eval_rouge-l': 39.263025999999996, 'eval_bleu-4': 0.14881268192151587, 'eval_runtime': 55.9847, 'eval_samples_per_second': 0.893, 'eval_steps_per_second': 0.089, 'epoch': 1.33}
{'loss': 1.503, 'grad_norm': 11.024420738220215, 'learning_rate': 3.2916666666666668e-06, 'epoch': 1.33}
{'loss': 1.399, 'grad_norm': 9.61377239227295, 'learning_rate': 3.2500000000000002e-06, 'epoch': 1.34}
{'loss': 1.2308, 'grad_norm': 6.28825044631958, 'learning_rate': 3.2083333333333337e-06, 'epoch': 1.35}
{'loss': 1.1514, 'grad_norm': 0.0, 'learning_rate': 3.1666666666666667e-06, 'epoch': 1.36}
{'loss': 1.2157, 'grad_norm': 8.195305824279785, 'learning_rate': 3.125e-06, 'epoch': 1.37}
{'loss': 1.4818, 'grad_norm': 10.984115600585938, 'learning_rate': 3.0833333333333336e-06, 'epoch': 1.38}
{'loss': 1.5975, 'grad_norm': 10.40675163269043, 'learning_rate': 3.0416666666666666e-06, 'epoch': 1.38}
{'loss': 1.0432, 'grad_norm': 0.0, 'learning_rate': 3e-06, 'epoch': 1.39}
{'loss': 1.2017, 'grad_norm': 5.382810592651367, 'learning_rate': 2.9583333333333335e-06, 'epoch': 1.4}
{'loss': 1.2535, 'grad_norm': 9.933417320251465, 'learning_rate': 2.916666666666667e-06, 'epoch': 1.41}
{'eval_rouge-1': 48.73224999999999, 'eval_rouge-2': 23.521638000000003, 'eval_rouge-l': 39.825548, 'eval_bleu-4': 0.1471097682875373, 'eval_runtime': 55.825, 'eval_samples_per_second': 0.896, 'eval_steps_per_second': 0.09, 'epoch': 1.41}
{'loss': 1.4654, 'grad_norm': 6.823084831237793, 'learning_rate': 2.875e-06, 'epoch': 1.42}
{'loss': 1.3299, 'grad_norm': 7.298737049102783, 'learning_rate': 2.8333333333333335e-06, 'epoch': 1.43}
{'loss': 1.4665, 'grad_norm': 9.310147285461426, 'learning_rate': 2.791666666666667e-06, 'epoch': 1.43}
{'loss': 1.7276, 'grad_norm': 0.0, 'learning_rate': 2.7500000000000004e-06, 'epoch': 1.44}
{'loss': 1.3472, 'grad_norm': 7.168468475341797, 'learning_rate': 2.7083333333333334e-06, 'epoch': 1.45}
{'loss': 1.0977, 'grad_norm': 0.0, 'learning_rate': 2.666666666666667e-06, 'epoch': 1.46}
{'loss': 1.2693, 'grad_norm': 8.928755760192871, 'learning_rate': 2.6250000000000003e-06, 'epoch': 1.47}
{'loss': 1.1577, 'grad_norm': 5.7523579597473145, 'learning_rate': 2.5833333333333337e-06, 'epoch': 1.47}
{'loss': 1.5419, 'grad_norm': 9.602614402770996, 'learning_rate': 2.5416666666666668e-06, 'epoch': 1.48}
{'loss': 0.9326, 'grad_norm': 8.257678985595703, 'learning_rate': 2.5e-06, 'epoch': 1.49}
{'eval_rouge-1': 49.846391999999994, 'eval_rouge-2': 24.378977999999996, 'eval_rouge-l': 40.723782, 'eval_bleu-4': 0.15694396766353508, 'eval_runtime': 54.7687, 'eval_samples_per_second': 0.913, 'eval_steps_per_second': 0.091, 'epoch': 1.49}
{'loss': 1.0892, 'grad_norm': 0.0, 'learning_rate': 2.4583333333333332e-06, 'epoch': 1.5}
{'loss': 1.2384, 'grad_norm': 7.041841983795166, 'learning_rate': 2.4166666666666667e-06, 'epoch': 1.51}
{'loss': 1.2254, 'grad_norm': 0.0, 'learning_rate': 2.375e-06, 'epoch': 1.52}
{'loss': 1.5004, 'grad_norm': 9.754416465759277, 'learning_rate': 2.3333333333333336e-06, 'epoch': 1.52}
{'loss': 1.1695, 'grad_norm': 7.214625358581543, 'learning_rate': 2.2916666666666666e-06, 'epoch': 1.53}
{'loss': 1.3625, 'grad_norm': 8.530795097351074, 'learning_rate': 2.25e-06, 'epoch': 1.54}
{'loss': 0.9023, 'grad_norm': 6.054659366607666, 'learning_rate': 2.2083333333333335e-06, 'epoch': 1.55}
{'loss': 0.7249, 'grad_norm': 8.531821250915527, 'learning_rate': 2.166666666666667e-06, 'epoch': 1.56}
{'loss': 1.4368, 'grad_norm': 5.7686614990234375, 'learning_rate': 2.125e-06, 'epoch': 1.57}
{'loss': 1.2096, 'grad_norm': 9.758617401123047, 'learning_rate': 2.0833333333333334e-06, 'epoch': 1.57}
